balance,annual_interest_rate,interest_rate_type,repayment_term,monthly_payment,account_update_date,account_type_id,users_id,,,
304028.98,,,,,7/8/2020 21:08,9,408,,,
29081.14,2.26,Float,,,7/8/2020 21:58,13,259,,,
14624.34,22.71,Float,,,7/8/2020 22:58,6,868,,,
103650.1,,,,,7/8/2020 23:11,9,144,,,
3152.82,,,,,7/8/2020 23:11,12,144,,,
1474.32,3.96,Fixed,194,8,7/8/2020 23:11,4,144,,,
239790.05,0.1,Fixed,,,7/8/2020 23:11,13,144,,,
34080.61,1.45,Fixed,,,7/8/2020 23:45,13,398,,,
59678.8,0.95,Float,,,7/9/2020 0:46,13,907,,,
18095.49,4.8,Fixed,33,80,7/9/2020 0:46,5,907,,,
7462.26,,,,,7/9/2020 0:46,12,907,,,
12688.81,6.24,Fixed,36,82,7/9/2020 0:46,5,907,,,
12060.46,0.71,Float,,,7/9/2020 1:13,13,135,,,
133795.39,,,,,7/9/2020 1:28,7,332,,,
12728.63,3.69,Float,41,17,7/9/2020 2:18,5,462,,,
6990.03,17.45,Fixed,,,7/9/2020 3:22,6,403,,,
5005.7,4.38,Fixed,,,7/9/2020 3:43,14,744,,,
110451.44,0.81,Float,,,7/9/2020 4:40,13,238,,,
98306.94,1.47,Fixed,,,7/9/2020 6:21,13,477,,,
23076.86,4.72,Float,23,20,7/9/2020 8:36,5,519,,,
131302.06,1.79,Float,,,7/9/2020 8:37,13,108,,,
163743.12,1.69,Float,,,7/9/2020 8:41,13,525,,,
8025.12,,,,,7/9/2020 9:20,12,566,,,
9536.93,22.13,Float,,,7/9/2020 9:20,6,566,,,
39302.61,,,,,7/9/2020 9:20,9,566,,,
"443,016.09",0.85,Float,345,54,7/9/2020 9:20,2,566,,,
53116.98,0.44,Fixed,,,7/9/2020 9:20,13,566,,,
2597.15,,,,,7/9/2020 9:57,12,568,,,
3774.22,,,,,7/9/2020 13:43,12,970,,,
56981.76,2.47,Fixed,,,7/9/2020 13:43,13,970,,,
197978.23,,,,,7/9/2020 13:43,9,970,,,
11935.02,15.94,Fixed,,,7/9/2020 16:27,6,619,,,
6023.11,,,,,7/9/2020 17:32,12,150,,,
9246.04,,,,,7/9/2020 17:51,12,227,,,
8136.74,,,,,7/9/2020 18:48,12,643,,,
3682.22,,,,,7/9/2020 18:54,12,823,,,
19256.05,,,,,7/9/2020 19:44,7,13,,,
3881.26,19.82,Fixed,,,7/9/2020 19:49,6,902,,,
127045.48,,,,,7/9/2020 20:20,7,593,,,
13266.29,18.23,Float,,,7/9/2020 20:20,6,593,,,
4145.51,,,,,7/9/2020 20:20,12,593,,,
7884.88,,,,,7/9/2020 20:20,11,593,,,
12449.37,11.62,Fixed,,,7/9/2020 20:24,6,941,,,
60750.02,,,,,7/9/2020 21:50,7,84,,,
3183.9,21.45,Float,,,7/9/2020 22:00,6,174,,,
13220,11.13,Float,,,7/9/2020 22:13,6,467,,,
8098.32,21.86,Fixed,,,7/9/2020 22:13,6,467,,,
22703.73,0.61,Fixed,,,7/9/2020 22:13,13,467,,,
6170.61,,,,,7/9/2020 22:13,12,467,,,
109440.2,,,,,7/9/2020 22:13,7,467,,,
10460.86,4.61,Float,16,75,7/9/2020 22:13,5,467,,,
12969.04,,,,,7/9/2020 22:13,7,467,,,
11770.83,1.7,Float,,,7/9/2020 23:49,13,735,,,
103859.59,,,,,7/9/2020 23:49,7,835,,,
74609.85,3.38,Fixed,75,33,7/9/2020 23:49,4,835,,,
24749.57,5.89,Fixed,52,76,7/9/2020 23:49,5,835,,,
3623.04,,,,,7/9/2020 23:49,12,835,,,
15918.03,2.6,Fixed,,,7/10/2020 1:07,14,869,,,
160509.29,2.15,Float,,,7/10/2020 3:30,13,915,,,
3763.17,,,,,7/10/2020 3:31,12,480,,,
25133.67,2.07,Float,,,7/10/2020 4:01,13,245,,,
17438.14,2.47,Fixed,,,7/10/2020 4:09,14,199,,,
235694.79,0.99,Float,,,7/10/2020 4:27,13,371,,,
16470.8,,,,,7/10/2020 4:41,10,38,,,
2945.12,,,,,7/10/2020 4:45,12,650,,,
11605.53,26.04,Fixed,,,7/10/2020 5:05,6,864,,,
161474.3,7.97,Float,70,38,7/10/2020 5:05,4,864,,,
8570.68,25.39,Float,,,7/10/2020 5:05,6,864,,,
56764.94,,,,,7/10/2020 5:05,7,864,,,
5931.79,4.8,Fixed,3,49,7/10/2020 5:05,5,864,,,
108878.67,6.4,Float,41,85,7/10/2020 5:05,4,864,,,
55568.56,5.7,Float,179,39,7/10/2020 5:05,4,864,,,
15125.36,5.17,Fixed,21,18,7/10/2020 6:51,5,429,,,
400532.32,,,,,7/10/2020 8:31,9,904,,,
42156.98,,,,,7/10/2020 8:35,10,560,,,
35649.36,,,,,7/10/2020 10:31,10,320,,,
131560.13,,,,,7/10/2020 12:03,7,204,,,
67012.19,1.99,Float,,,7/10/2020 12:12,13,988,,,
250343.83,,,,,7/10/2020 15:09,9,373,,,
"191,816.85",4.99,Fixed,291,36,7/10/2020 15:09,2,373,,,
135223.24,1.97,Fixed,,,7/10/2020 15:09,13,373,,,
167852.23,4.05,Fixed,213,50,7/10/2020 15:09,4,373,,,
114609.46,5.47,Fixed,7,16,7/10/2020 17:23,4,547,,,
124038.74,2.4,Fixed,,,7/10/2020 17:32,13,397,,,
5412.37,,,,,7/10/2020 19:15,12,487,,,
10711.53,16.68,Fixed,,,7/10/2020 19:15,6,487,,,
84023.41,,,,,7/10/2020 19:15,7,487,,,
54517.12,,,,,7/10/2020 19:15,10,487,,,
34350.03,,,,,7/10/2020 19:15,11,487,,,
8049.51,15.05,Float,,,7/10/2020 19:15,6,487,,,
198584,0.54,Fixed,,,7/10/2020 19:15,13,487,,,
5419.38,3.95,Fixed,10,93,7/10/2020 23:23,5,244,,,
353787.32,,,,,7/10/2020 23:39,9,39,,,
22402.51,2.39,Fixed,,,7/11/2020 0:35,13,332,,,
162073.36,7.37,Fixed,220,75,7/11/2020 0:59,4,200,,,
4633.75,,,,,7/11/2020 1:50,12,507,,,
6890.76,,,,,7/11/2020 2:48,12,172,,,
11259.99,3.82,Float,54,14,7/11/2020 2:49,5,864,,,
5180.72,5.45,Fixed,28,81,7/11/2020 2:55,5,98,,,
97151.36,0.2,Float,,,7/11/2020 3:04,13,310,,,
14652.97,27.27,Float,,,7/11/2020 4:49,6,974,,,
138833.13,,,,,7/11/2020 7:34,9,359,,,
257689.18,,,,,7/11/2020 8:06,9,621,,,
157593.22,,,,,7/11/2020 8:18,9,533,,,
331426.43,,,,,7/11/2020 8:18,9,533,,,
62135.33,,,,,7/11/2020 8:18,7,533,,,
6566.17,,,,,7/11/2020 8:18,7,533,,,
4826.47,,,,,7/11/2020 8:18,12,533,,,
177868.53,2.04,Fixed,,,7/11/2020 8:18,13,533,,,
6263.71,,,,,7/11/2020 11:42,12,937,,,
72221.33,3.63,Fixed,40,78,7/11/2020 12:27,4,606,,,
13178.02,,,,,7/11/2020 12:36,11,547,,,
4117.83,,,,,7/11/2020 13:30,12,586,,,
190441.72,0.94,Fixed,,,7/11/2020 13:40,13,864,,,
16647.16,,,,,7/11/2020 14:29,10,426,,,
"189,162.92",2.56,Float,12,79,7/11/2020 16:57,2,134,,,
86690.17,2.04,Fixed,,,7/11/2020 16:57,13,134,,,
21698.87,4.33,Float,34,4,7/11/2020 16:57,5,134,,,
3858.97,4.84,Float,39,3,7/11/2020 16:57,3,134,,,
176999.29,,,,,7/11/2020 16:57,9,134,,,
5545.71,,,,,7/11/2020 16:57,12,134,,,
"408,394.36",6.35,Fixed,81,28,7/11/2020 17:00,2,657,,,
61956.78,,,,,7/11/2020 17:37,9,595,,,
4727.22,,,,,7/11/2020 17:56,12,728,,,
13422.77,17.62,Float,,,7/11/2020 19:03,6,859,,,
65738.9,,,,,7/11/2020 19:26,10,823,,,
103869.24,,,,,7/11/2020 20:50,7,542,,,
55711.29,4.51,Fixed,7,84,7/11/2020 21:08,4,957,,,
482.83,26.31,Fixed,,,7/11/2020 21:08,6,957,,,
189700.38,1.47,Float,,,7/11/2020 21:08,13,957,,,
125750.24,3.88,Fixed,83,89,7/11/2020 21:08,4,957,,,
9435.7,13.53,Fixed,,,7/11/2020 21:08,6,957,,,
"444,916.92",4.51,Float,285,3,7/11/2020 21:08,2,957,,,
27771.6,,,,,7/11/2020 21:08,7,957,,,
13486.86,,,,,7/11/2020 21:08,11,957,,,
481,,,,,7/11/2020 21:08,12,957,,,
6334.22,4.39,Fixed,,,7/11/2020 21:08,14,957,,,
11306.7,3.58,Fixed,,,7/11/2020 21:08,14,957,,,
912.91,5.89,Fixed,46,5,7/11/2020 23:09,3,934,,,
283.9,,,,,7/11/2020 23:09,12,934,,,
180372.9,1.81,Float,,,7/11/2020 23:09,13,934,,,
320730.87,,,,,7/11/2020 23:09,9,934,,,
195.41,8.27,Float,15,31,7/11/2020 23:09,4,934,,,
212946.55,1.29,Float,,,7/11/2020 23:40,13,163,,,
3918.42,13.76,Fixed,,,7/12/2020 1:57,6,890,,,
3637.17,18.06,Float,,,7/12/2020 2:44,6,743,,,
12121.5,13.77,Fixed,,,7/12/2020 3:51,6,719,,,
129661.43,,,,,7/12/2020 3:59,9,625,,,
222152.83,1.49,Float,,,7/12/2020 4:36,13,61,,,
5969.4,27.54,Float,,,7/12/2020 4:36,6,61,,,
120746.93,7.29,Float,128,17,7/12/2020 5:30,4,227,,,
7692.33,,,,,7/12/2020 6:37,12,451,,,
247134,2.12,Fixed,,,7/12/2020 6:58,13,19,,,
71605.12,7.16,Float,101,77,7/12/2020 7:08,4,69,,,
"121,874.82",1.48,Float,49,9,7/12/2020 7:20,2,276,,,
255523.62,,,,,7/12/2020 7:52,8,468,,,
18153.35,2.88,Fixed,,,7/12/2020 7:52,14,468,,,
194292.56,0.58,Float,,,7/12/2020 7:52,13,468,,,
6518.78,,,,,7/12/2020 7:52,12,468,,,
190470.39,1.81,Float,,,7/12/2020 8:01,13,891,,,
239735.49,2.3,Float,,,7/12/2020 8:08,13,589,,,
48513.9,,,,,7/12/2020 11:25,11,348,,,
7623.06,22.51,Fixed,,,7/12/2020 11:25,6,348,,,
1272.44,21.08,Float,,,7/12/2020 11:25,6,348,,,
147590.85,2.37,Fixed,,,7/12/2020 11:25,13,348,,,
1025.57,,,,,7/12/2020 11:25,12,348,,,
93202.79,,,,,7/12/2020 11:25,9,348,,,
39392.66,,,,,7/12/2020 11:25,10,348,,,
7934.18,17.44,Fixed,,,7/12/2020 11:25,6,348,,,
72957.75,1.1,Fixed,,,7/12/2020 14:07,13,910,,,
230263.07,1.69,Float,,,7/12/2020 14:50,13,315,,,
7603.46,,,,,7/12/2020 15:00,12,959,,,
11484.38,17.18,Float,,,7/12/2020 15:58,6,163,,,
44072.95,,,,,7/12/2020 16:00,10,723,,,
15774.53,,,,,7/12/2020 16:00,10,723,,,
88148.58,2.13,Float,,,7/12/2020 16:00,13,723,,,
5459.55,,,,,7/12/2020 16:00,12,723,,,
51548.23,,,,,7/12/2020 17:16,7,163,,,
"636,990.26",1.91,Float,215,19,7/12/2020 18:10,2,479,,,
"201,693.56",3.89,Fixed,37,74,7/12/2020 18:19,2,209,,,
5819.14,,,,,7/12/2020 19:24,12,62,,,
131318.74,,,,,7/12/2020 19:33,7,883,,,
143866.28,,,,,7/12/2020 20:33,7,11,,,
"160,061.74",6.4,Fixed,149,21,7/12/2020 20:33,2,11,,,
11597.57,26.05,Fixed,,,7/12/2020 20:33,6,11,,,
268.1,,,,,7/12/2020 20:33,12,11,,,
57044.77,6.33,Float,139,57,7/12/2020 20:33,4,11,,,
185710.41,1.97,Fixed,,,7/12/2020 20:33,13,11,,,
190050.26,,,,,7/12/2020 20:48,8,146,,,
8762.05,,,,,7/12/2020 20:53,12,460,,,
2998.49,,,,,7/12/2020 22:26,12,845,,,
74167.89,6.1,Fixed,126,14,7/12/2020 22:41,4,392,,,
160950.37,0.46,Fixed,,,7/13/2020 0:53,13,724,,,
171932.01,2.06,Float,,,7/13/2020 1:45,13,317,,,
428117.28,,,,,7/13/2020 2:59,9,343,,,
72638.47,4.11,Float,43,71,7/13/2020 4:40,4,218,,,
144355.45,1.07,Fixed,,,7/13/2020 4:40,13,218,,,
8312.21,15.26,Fixed,,,7/13/2020 4:40,6,218,,,
"128,749.15",4.73,Fixed,245,96,7/13/2020 4:40,2,218,,,
1295.54,,,,,7/13/2020 4:40,12,218,,,
103887.84,,,,,7/13/2020 4:40,7,218,,,
50840.43,,,,,7/13/2020 6:16,7,724,,,
1953.61,9.87,Fixed,13,2,7/13/2020 6:38,3,892,,,
154200.78,,,,,7/13/2020 7:04,8,801,,,
95690.83,3.52,Fixed,68,58,7/13/2020 7:08,4,171,,,
106870.73,8.05,Float,119,54,7/13/2020 7:15,4,574,,,
228355.51,0.19,Fixed,,,7/13/2020 7:15,13,574,,,
69472.13,,,,,7/13/2020 7:15,7,574,,,
45386.37,4.29,Float,51,25,7/13/2020 7:15,4,574,,,
3826.59,,,,,7/13/2020 7:15,12,574,,,
9261.34,20.35,Float,,,7/13/2020 7:15,6,574,,,
14608.27,3.75,Fixed,59,17,7/13/2020 7:15,5,574,,,
86900.07,7.53,Float,134,83,7/13/2020 7:15,4,574,,,
26822.65,1.18,Float,,,7/13/2020 9:10,13,488,,,
69.93,,,,,7/13/2020 9:10,12,488,,,
1367.47,,,,,7/13/2020 9:30,12,940,,,
79296.74,5.72,Float,154,4,7/13/2020 10:19,4,116,,,
44258.78,5.79,Fixed,170,35,7/13/2020 11:38,4,698,,,
9743.39,17.45,Float,,,7/13/2020 11:43,6,549,,,
5386.29,17.2,Float,,,7/13/2020 11:43,6,549,,,
63800.91,2.09,Float,,,7/13/2020 11:43,13,549,,,
184064.62,0.46,Float,,,7/13/2020 11:55,13,109,,,
174247.44,6.47,Fixed,130,35,7/13/2020 14:46,4,760,,,
22809.88,3.43,Fixed,,,7/13/2020 15:27,14,98,,,
4188.72,13.47,Float,,,7/13/2020 15:35,6,727,,,
3616.53,,,,,7/13/2020 15:38,12,881,,,
184863.39,0,Fixed,,,7/13/2020 15:38,13,881,,,
11090.68,21.75,Fixed,,,7/13/2020 19:20,6,722,,,
2731.06,,,,,7/13/2020 19:51,12,789,,,
61420.12,3.23,Fixed,225,54,7/13/2020 19:51,4,789,,,
"575,684.05",4.47,Fixed,91,28,7/13/2020 19:51,2,789,,,
3117.61,14.7,Float,,,7/13/2020 19:51,6,789,,,
148471.8,2.31,Fixed,,,7/13/2020 19:51,13,789,,,
17004.65,4.17,Fixed,24,85,7/13/2020 20:07,5,762,,,
9819.01,,,,,7/13/2020 21:25,12,730,,,
24521.97,0.45,Fixed,,,7/13/2020 22:05,13,889,,,
259880.09,,,,,7/13/2020 23:00,9,785,,,
4258.09,15.31,Float,,,7/13/2020 23:03,6,349,,,
77630.37,2.28,Float,,,7/14/2020 0:26,13,529,,,
9376.08,21.71,Fixed,,,7/14/2020 0:37,6,499,,,
12945.38,5.04,Fixed,34,100,7/14/2020 1:00,5,672,,,
158023.03,4.61,Fixed,17,80,7/14/2020 2:00,4,6,,,
37618.14,,,,,7/14/2020 2:00,8,6,,,
84354.97,,,,,7/14/2020 2:00,7,6,,,
17983.32,,,,,7/14/2020 2:00,11,6,,,
14268.21,10.62,Fixed,,,7/14/2020 2:00,6,6,,,
158932.84,6.21,Float,154,76,7/14/2020 2:00,4,6,,,
1903.54,,,,,7/14/2020 2:00,12,6,,,
238920.92,1.75,Float,,,7/14/2020 2:00,13,6,,,
13033.2,4.32,Float,30,58,7/14/2020 2:00,5,6,,,
138773.89,,,,,7/14/2020 2:00,7,6,,,
6050.85,,,,,7/14/2020 2:30,12,776,,,
95772.98,,,,,7/14/2020 3:28,7,913,,,
53960.48,0.89,Fixed,,,7/14/2020 4:18,13,963,,,
48592.88,,,,,7/14/2020 4:18,7,963,,,
"719,294.08",2.98,Fixed,348,33,7/14/2020 4:18,2,963,,,
4149.51,10.23,Float,30,7,7/14/2020 4:18,3,963,,,
33361.77,,,,,7/14/2020 4:18,8,963,,,
226773.75,0.45,Fixed,,,7/14/2020 4:40,13,539,,,
16814.61,1.41,Fixed,,,7/14/2020 7:14,13,337,,,
5165.98,17.44,Float,,,7/14/2020 7:21,6,388,,,
225869.3,0.45,Float,,,7/14/2020 11:04,13,307,,,
5820.78,15.97,Float,,,7/14/2020 11:34,6,637,,,
15924.37,,,,,7/14/2020 13:08,7,99,,,
5761.36,14.99,Fixed,,,7/14/2020 13:45,6,797,,,
196329.35,5.7,Fixed,16,44,7/14/2020 14:26,4,907,,,
55663.38,,,,,7/14/2020 17:20,10,76,,,
8099.1,,,,,7/14/2020 17:23,12,682,,,
"501,050.06",3.35,Fixed,238,76,7/14/2020 18:26,2,420,,,
645.96,19.25,Float,,,7/14/2020 20:02,6,944,,,
299486.26,,,,,7/14/2020 20:06,9,827,,,
144458.75,2.29,Float,,,7/14/2020 20:06,13,827,,,
125329.87,,,,,7/14/2020 20:06,7,827,,,
71585.33,,,,,7/14/2020 20:06,11,827,,,
14270.7,22.35,Float,,,7/14/2020 20:06,6,827,,,
3813.57,,,,,7/14/2020 20:06,12,827,,,
11111.51,22.59,Fixed,,,7/14/2020 20:12,6,489,,,
8133.91,8.03,Float,219,52,7/14/2020 20:30,4,984,,,
435.35,,,,,7/14/2020 21:27,12,336,,,
43176.47,7.12,Float,164,31,7/14/2020 22:46,4,503,,,
70158.26,0.68,Float,,,7/15/2020 0:13,13,503,,,
78336.52,,,,,7/15/2020 0:23,7,751,,,
9415.86,,,,,7/15/2020 0:31,12,989,,,
9936.56,19.78,Float,,,7/15/2020 0:31,6,989,,,
82877.2,1.66,Float,,,7/15/2020 0:31,13,989,,,
11801.84,10.05,Float,,,7/15/2020 0:31,6,989,,,
5367.56,27.93,Fixed,,,7/15/2020 0:31,6,989,,,
131081.1,3.89,Float,135,47,7/15/2020 0:31,4,989,,,
14614.08,26.16,Float,,,7/15/2020 0:31,6,989,,,
12829.8,29.88,Fixed,,,7/15/2020 2:12,6,765,,,
2539.1,,,,,7/15/2020 3:06,9,940,,,
4240.94,20.97,Fixed,,,7/15/2020 3:49,6,350,,,
8353.75,28.13,Fixed,,,7/15/2020 5:49,6,606,,,
22316.43,2.12,Fixed,,,7/15/2020 6:18,14,203,,,
46.07,,,,,7/15/2020 6:18,12,203,,,
45675.73,,,,,7/15/2020 6:18,10,203,,,
65070.19,,,,,7/15/2020 7:11,10,100,,,
2442.03,3.29,Float,18,36,7/15/2020 7:20,5,59,,,
283427.73,,,,,7/15/2020 7:20,9,59,,,
469.02,,,,,7/15/2020 7:20,12,59,,,
6876.4,2.35,Fixed,,,7/15/2020 7:20,14,59,,,
449643.15,,,,,7/15/2020 7:20,9,59,,,
184596.83,1.23,Fixed,,,7/15/2020 7:20,13,59,,,
10752.92,14.26,Fixed,,,7/15/2020 7:20,6,59,,,
14747.42,16.77,Fixed,,,7/15/2020 7:20,6,59,,,
5043.97,4.87,Fixed,6,63,7/15/2020 9:45,5,16,,,
88079.09,,,,,7/15/2020 10:02,8,333,,,
5752.49,,,,,7/15/2020 10:18,12,805,,,
149659.55,,,,,7/15/2020 10:18,8,805,,,
63039.41,,,,,7/15/2020 10:18,11,805,,,
12684.84,4.22,Fixed,21,92,7/15/2020 10:21,5,447,,,
"743,369.30",4.92,Float,73,33,7/15/2020 11:15,2,174,,,
20225.54,1.59,Fixed,,,7/15/2020 11:30,14,888,,,
58594.71,2.45,Fixed,,,7/15/2020 11:30,13,888,,,
144455.83,2.48,Float,,,7/15/2020 11:49,13,384,,,
7771.42,10.06,Fixed,,,7/15/2020 12:45,6,804,,,
244005.55,1.35,Float,,,7/15/2020 13:18,13,956,,,
11224.24,4.39,Fixed,1,26,7/15/2020 13:45,5,673,,,
2384.4,,,,,7/15/2020 13:56,12,773,,,
"604,548.00",2.89,Fixed,150,89,7/15/2020 13:56,2,773,,,
972.47,3.4,Fixed,41,75,7/15/2020 13:56,5,773,,,
35410.51,,,,,7/15/2020 13:56,7,773,,,
178922.54,0.44,Float,,,7/15/2020 14:25,13,326,,,
189911.91,,,,,7/15/2020 15:03,9,789,,,
3148.89,,,,,7/15/2020 18:39,12,84,,,
3781.59,,,,,7/15/2020 19:04,12,88,,,
2570.19,27.34,Float,,,7/15/2020 19:08,6,289,,,
425687.29,,,,,7/15/2020 20:22,9,754,,,
295736.66,,,,,7/15/2020 20:33,9,267,,,
145499.12,6.97,Fixed,23,49,7/15/2020 20:33,4,267,,,
116236.04,2.18,Float,,,7/15/2020 20:33,13,267,,,
137342.62,,,,,7/15/2020 20:49,7,964,,,
8919.44,,,,,7/15/2020 21:38,12,371,,,
157787.14,1.45,Float,,,7/16/2020 0:44,13,830,,,
199020.96,2.39,Float,,,7/16/2020 0:56,13,554,,,
446883.39,,,,,7/16/2020 0:56,9,554,,,
5928.92,,,,,7/16/2020 0:56,12,554,,,
6388.82,28.83,Float,,,7/16/2020 0:56,6,554,,,
80097.87,,,,,7/16/2020 2:06,7,262,,,
243991.51,,,,,7/16/2020 2:06,9,262,,,
19984.72,2.54,Fixed,,,7/16/2020 2:06,14,262,,,
4638.24,,,,,7/16/2020 2:06,12,262,,,
173549.64,2,Float,,,7/16/2020 2:06,13,262,,,
5977.2,28.46,Float,,,7/16/2020 2:07,6,943,,,
130437.81,,,,,7/16/2020 2:47,7,443,,,
7717.4,,,,,7/16/2020 3:36,12,715,,,
11517.58,4.84,Float,5,38,7/16/2020 6:15,5,818,,,
15571.06,3.82,Fixed,,,7/16/2020 6:29,14,249,,,
1889.5,12.29,Fixed,,,7/16/2020 6:29,6,249,,,
153530.34,4.1,Float,133,64,7/16/2020 6:29,4,249,,,
106484.33,,,,,7/16/2020 6:29,7,249,,,
4233.11,,,,,7/16/2020 6:29,12,249,,,
198204.87,0.48,Fixed,,,7/16/2020 8:53,13,480,,,
188510.39,0.39,Fixed,,,7/16/2020 9:02,13,270,,,
48244.26,,,,,7/16/2020 9:43,8,375,,,
62261.95,,,,,7/16/2020 9:57,7,714,,,
129437.52,1.75,Float,,,7/16/2020 11:24,13,893,,,
191975.74,3.78,Float,136,84,7/16/2020 12:24,4,225,,,
14663.74,0.24,Fixed,,,7/16/2020 12:48,13,763,,,
6854.52,1.75,Fixed,,,7/16/2020 13:09,13,498,,,
5149.16,20.98,Fixed,,,7/16/2020 13:09,6,498,,,
33677.6,5.22,Fixed,59,17,7/16/2020 13:09,4,498,,,
22500.35,3.78,Float,176,78,7/16/2020 13:09,4,498,,,
117663.07,6.27,Float,76,60,7/16/2020 13:09,4,498,,,
"425,901.97",0.87,Fixed,288,100,7/16/2020 13:09,2,498,,,
8185.63,,,,,7/16/2020 13:09,12,498,,,
12079.15,20.37,Float,,,7/16/2020 13:09,6,498,,,
149705.88,0.19,Float,,,7/16/2020 13:25,13,114,,,
61112.7,,,,,7/16/2020 16:21,11,897,,,
1157.47,22.31,Fixed,,,7/16/2020 16:39,6,223,,,
172059.57,1.88,Fixed,,,7/16/2020 17:03,13,272,,,
49454.25,,,,,7/16/2020 17:03,9,272,,,
5062.43,,,,,7/16/2020 17:03,12,272,,,
349160.2,,,,,7/16/2020 17:34,9,347,,,
92246.64,,,,,7/16/2020 18:06,9,739,,,
6714.99,,,,,7/16/2020 18:19,12,212,,,
2032.2,,,,,7/16/2020 19:04,12,393,,,
65352.19,1.76,Fixed,,,7/16/2020 19:38,13,749,,,
4490.85,,,,,7/16/2020 19:38,12,749,,,
19307.66,,,,,7/16/2020 19:38,7,749,,,
2679.75,12.41,Float,,,7/16/2020 19:38,6,749,,,
176033.71,,,,,7/16/2020 19:38,8,749,,,
426563.5,,,,,7/16/2020 20:18,9,369,,,
1370.17,,,,,7/16/2020 22:27,12,628,,,
16489.3,,,,,7/16/2020 23:26,11,242,,,
11659.3,3.3,Float,11,39,7/17/2020 0:58,5,382,,,
4856.64,,,,,7/17/2020 1:39,12,564,,,
"89,231.00",1.84,Float,78,31,7/17/2020 1:52,2,463,,,
"591,801.36",2.52,Fixed,156,14,7/17/2020 2:20,2,903,,,
241966.47,1.6,Fixed,,,7/17/2020 3:00,13,634,,,
140499.78,8.16,Float,58,48,7/17/2020 3:00,4,634,,,
3978.27,,,,,7/17/2020 3:00,12,634,,,
2499.03,,,,,7/17/2020 3:14,12,975,,,
12649.77,12,Fixed,,,7/17/2020 3:51,6,90,,,
110804.5,,,,,7/17/2020 4:02,7,487,,,
240261.33,1.23,Float,,,7/17/2020 4:19,13,474,,,
63930.74,,,,,7/17/2020 5:55,9,790,,,
7256.65,,,,,7/17/2020 5:55,12,790,,,
1699.13,7.77,Float,32,42,7/17/2020 5:55,3,790,,,
148810.12,2.05,Fixed,,,7/17/2020 5:55,13,790,,,
32729.33,,,,,7/17/2020 5:55,7,790,,,
13961.16,27.18,Fixed,,,7/17/2020 5:55,6,790,,,
129230.86,0.95,Float,,,7/17/2020 6:13,13,509,,,
17865.03,5.98,Fixed,19,39,7/17/2020 6:14,5,670,,,
131.91,,,,,7/17/2020 7:39,12,863,,,
3982.19,17.26,Float,,,7/17/2020 9:39,6,737,,,
238520.58,,,,,7/17/2020 10:17,9,784,,,
3628.93,,,,,7/17/2020 10:30,12,115,,,
30810.97,2.25,Float,,,7/17/2020 10:30,13,115,,,
106976.91,5.68,Fixed,193,70,7/17/2020 10:30,4,115,,,
191420.1,0.61,Float,,,7/17/2020 11:28,13,54,,,
1014.28,24.32,Fixed,,,7/17/2020 12:44,6,750,,,
12127.32,21.66,Fixed,,,7/17/2020 13:31,6,419,,,
47980.16,,,,,7/17/2020 13:37,7,113,,,
60722.6,3.39,Fixed,224,91,7/17/2020 14:24,4,824,,,
150077.75,6.96,Float,15,28,7/17/2020 15:09,4,902,,,
331821.33,,,,,7/17/2020 15:52,9,852,,,
4865,11.49,Float,,,7/17/2020 16:42,6,199,,,
2643.05,4.13,Float,27,58,7/17/2020 17:50,3,172,,,
21234.4,5.37,Float,25,30,7/17/2020 19:17,5,633,,,
20863.12,3.89,Float,6,61,7/17/2020 19:51,5,539,,,
11858.14,21.54,Float,,,7/17/2020 20:27,6,659,,,
61464.58,2.17,Float,,,7/17/2020 21:22,13,903,,,
52468.15,1.85,Fixed,,,7/17/2020 21:32,13,577,,,
249570.63,0.96,Fixed,,,7/17/2020 22:16,13,513,,,
145384.32,,,,,7/17/2020 22:47,9,984,,,
238556.22,,,,,7/18/2020 0:41,8,702,,,
772.36,8.9,Fixed,5,1,7/18/2020 1:02,3,798,,,
6979.84,,,,,7/18/2020 1:02,12,798,,,
200926.42,1.13,Fixed,,,7/18/2020 1:02,13,798,,,
"492,204.00",3.38,Float,238,69,7/18/2020 1:02,2,798,,,
195113,2.31,Fixed,,,7/18/2020 3:35,13,615,,,
241276.34,0.16,Fixed,,,7/18/2020 4:12,13,91,,,
13545.52,13.09,Float,,,7/18/2020 4:12,6,91,,,
240575.34,,,,,7/18/2020 4:12,9,91,,,
19736.21,,,,,7/18/2020 4:12,10,91,,,
"747,688.96",3.67,Fixed,12,18,7/18/2020 4:12,2,91,,,
26070.8,,,,,7/18/2020 4:19,11,86,,,
149429.17,1.01,Float,,,7/18/2020 4:49,13,560,,,
39563.41,,,,,7/18/2020 7:45,10,54,,,
167988.21,1.87,Float,,,7/18/2020 8:07,13,844,,,
221390.84,,,,,7/18/2020 10:05,9,898,,,
108832.43,,,,,7/18/2020 10:05,7,898,,,
119586.18,6.83,Float,105,29,7/18/2020 10:05,4,898,,,
14726.96,17.82,Fixed,,,7/18/2020 10:05,6,898,,,
210086.15,0.5,Float,,,7/18/2020 10:05,13,898,,,
154198.22,,,,,7/18/2020 10:05,9,898,,,
4143.51,9.94,Float,16,9,7/18/2020 11:06,3,679,,,
228702.55,0.24,Float,,,7/18/2020 11:23,13,875,,,
